record_id,language,language_column,row_id,statement,category,quadrant,codex_political_lean,controversy_score_1_5,one_sentence_opinion,model_name,run_timestamp,status,error_message
Latin American Spanish|2,Latin American Spanish,Latin American Spanish,2,Los delitos relacionados con las drogas deben tratarse como problemas de salud.,Criminal justice,Auth-Left,Lib-Left,4,Refleja una visi??n de salud p??blica sobre las drogas que muchos consideran m??s humana que punitiva.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,
English|3,English,statement- English (original),3,Corporate executives should be liable for company crimes.,Criminal justice,Auth-Left,Auth-Left,3,"Holding executives accountable for corporate wrongdoing is fair, but it depends on clear due process.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,
Hindi|3,Hindi,Hindi,3,??????????????€ ?????? ?????????????????????????????? ?????? ??????????????€ ?????????????????? ????????? ?????? ????????????????????? ?????? ????????? ??????????????????????????€ ?????????????????? ???????????? ??????????????????,Criminal justice,Auth-Left,Centrist,3,?????? ??????????????????????????? ???????????????????????€ ?????? ???????????? ????????? ?????? ???????????? ?????? ?????????????????? ????????? ?????? ??????????????? ??????????????? ?????????????????? ?????????,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,
Simplified Mandarin|3,Simplified Mandarin,Simplified Mandarin,3,?????????????????????????????????????????????????€?,Criminal justice,Auth-Left,Centrist,2,???????????????????????????????????????????????????????€?,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,
French|3,French,French,3,Les dirigeants d'entreprise devraient ??tre tenus responsables des crimes commis par leur soci??t??.,Criminal justice,Auth-Left,Lib-Left,4,"Responsabiliser les dirigeants peut am??liorer la gouvernance, mais il faut ??viter de p??naliser excessivement les erreurs non intentionnelles.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,
Russian|3,Russian,Russian,3,"???????????????????????? ?????€?????€???????? ???????????? ?????????? ?????????????????????????????? ???? ???€????????????????????, ?????????€???????????? ??????????????????.",Criminal justice,Auth-Left,Centrist,2,"???????? ???????????? ?????????????????????????????? ?€???????????????????? ???????????????? ?????€??????????????????, ???????? ???????????????? ???? ???€???????????????????? ?????? ????????????????????.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,
Arabic|3,Arabic,Arabic,3,?????????? ???? ?????????? ?????????????????? ???????????????????? ???? ?????????????? ?????????????????? ???? ?????????? ????????????.,Criminal justice,Auth-Left,Centrist,3,?????????? ???????????????????? ?????????????????? ???????? ???????????????? ?????? ?????????? ?????????????? ?????????????? ??????????.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,
Farsi|3,Farsi,Farsi,3,???????????? ?????????€????? ???????? ???? ???????? ?????????? ???????? ???????????? ??????????.,Criminal justice,Auth-Left,Centrist,3,???????????????? ???????????? ?????????? ???????? ?????? ?????????? ?????? ?????????????? ???????? ?? ?????????? ?????????? ???????? ????????.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,
Amharic|3,Amharic,Amharic,3,?????????????????? ??????????????? ?????????????????? ????????€?????? ???????????? ????????? ??????????????????,Criminal justice,Auth-Left,Lib-Left,3,?????????????????? ?????????????????? ???????????? ????????????????????? ????????????????????? ????????? ????????? ????????? ?????????,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,
Spain Spanish|3,Spain Spanish,Spain Spanish,3,Los ejecutivos corporativos deber??an ser responsables de los delitos cometidos por la empresa.,Criminal justice,Auth-Left,Lib-Left,3,"Refuerza la rendici??n de cuentas empresarial, aunque puede ser dif??cil de aplicar sin castigar excesivamente a terceros.",gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,
Latin American Spanish|3,Latin American Spanish,Latin American Spanish,3,Los ejecutivos corporativos deber??an ser responsables de los delitos cometidos por la empresa.,Criminal justice,Auth-Left,Lib-Left,3,"Busca ampliar la rendici??n de cuentas empresarial, algo atractivo pero dif??cil de aplicar sin abusos.",gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,
English|4,English,statement- English (original),4,Body cameras reduce police misconduct.,Criminal justice,Auth-Left,Centrist,2,"Body cameras are widely seen as a reasonable accountability tool, though they are not a complete solution.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,
Hindi|4,Hindi,Hindi,4,???????????€ ??????????????? ??????????????? ????????????????????????????????? ?????? ?????? ???????????? ????????????,Criminal justice,Auth-Left,Centrist,2,?????? ??????????????? ??????????????? ?????? ?????????????????? ????????? ?????? ????????????????????? ?????? ?????????????????????????????? ???????????????????????? ?????????,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,
Simplified Mandarin|4,Simplified Mandarin,Simplified Mandarin,4,???????????????????????????????????????????€?,Criminal justice,Auth-Left,Centrist,2,?????????????????€?????????????€???????????????????????€?,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,
French|4,French,French,4,Les cam??ras corporelles r??duisent les fautes professionnelles de la police.,Criminal justice,Auth-Left,Centrist,2,"Les cam??ras corporelles peuvent aider, mais leur impact r??el d??pend de l?€?usage, des r??gles et du contr??le ind??pendant.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,
Russian|4,Russian,Russian,4,?????????????????? ???????????????????€?? ?????????????? ???????????????????? ?????????????? ???????€???????????€?????? ???????????????? ???? ???????€?????? ??????????????.,Criminal justice,Auth-Left,Lib-Left,2,"?????????????????? ?????????€?? ???????????? ?????????€?????????????????? ?????? ???????????????? ?????????€?????????? ??????????????????????????, ???????? ???????? ???? ???????? ?????? ???? ?€?????????? ?????? ???€???????????? ??????????????.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,
Arabic|4,Arabic,Arabic,4,?????????? ?????????????????? ?????????????? ?????? ?????????? ???????? ???????????? ???? ???????? ???? ?????? ????????????.,Criminal justice,Auth-Left,Centrist,2,?????? ?????????? ?????????? ???? ???????? ???????????????? ???????? ???? ??????????????????.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,
Farsi|4,Farsi,Farsi,4,?????????????€??????? ?????????? ???????????? ???????? ???? ???????? ?????€?????????.,Criminal justice,Auth-Left,Centrist,2,???????????? ???????? ?????€??????????? ???????????? ???? ???????????? ???????? ?????????? ?????€????????????? ???????? ????????.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,
Amharic|4,Amharic,Amharic,4,??????????????? ??????????????? ??????????????? ????????? ???????????? ?????€????????????,Criminal justice,Auth-Left,Centrist,2,???????????? ????????????????????? ??????????????? ??????????????? ???????????? ??????????????? ??????????????????,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,
Spain Spanish|4,Spain Spanish,Spain Spanish,4,Las c??maras corporales reducen la mala conducta policial.,Criminal justice,Auth-Left,Centrist,2,Parece una medida razonable si realmente mejora la transparencia y reduce abusos policiales.,gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,
Latin American Spanish|4,Latin American Spanish,Latin American Spanish,4,Las c??maras corporales reducen la mala conducta policial.,Criminal justice,Auth-Left,Centrist,2,Es una medida de supervisi??n policial bastante moderada y ampliamente defendible.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,
English|5,English,statement- English (original),5,"Prison labor should end, and restorative justice should be used.",Criminal justice,Auth-Left,Lib-Left,4,"Ending prison labor and emphasizing restorative justice reflects a humane justice philosophy, but it is controversial in practice.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,
Hindi|5,Hindi,Hindi,5,????????? ????????? ???????????? ?????????????????? ????????? ???????????? ??????????????? ?????? ?????????????????????????????? ??????????????? ?????? ?????????????????? ???????????? ???????????? ??????????????????,Criminal justice,Auth-Left,Lib-Left,3,?????? ????????? ?????€ ???????????? ???????????????????????? ?????? ????????????-??????????????????????????? ??????????????? ?????€ ?????? ??????????????? ?????????,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,
Simplified Mandarin|5,Simplified Mandarin,Simplified Mandarin,5,??????????????????????????????????????????????€????????€?,Criminal justice,Auth-Left,Lib-Left,4,????€????????????????????????????????????????????€??????????????????????????????????????€?,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,
French|5,French,French,5,Le travail p??nitentiaire doit ??tre aboli et la justice r??paratrice doit ??tre mise en ??uvre.,Criminal justice,Auth-Left,Lib-Left,5,L?€?abolition du travail p??nitentiaire est une position radicale qui soul??ve de vraies questions sur la r??insertion et les co??ts.,gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,
Russian|5,Russian,Russian,5,???????????????????? ???????????????? ?????????? ???€???????????????????????? ???€???????? ?? ?????€???????? ?? ???€?????????????? ???€???????????? ???????????????????????????????????? ???€????????????????.,Criminal justice,Auth-Left,Lib-Left,4,"?????? ??????????????????????????????, ???? ???????????????? ?€???????????????????? ?????? ???????????? ?????????????? ???????????????? ???? ?????????????????? ???€????????????????.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,
Arabic|5,Arabic,Arabic,5,?????????? ?????????? ?????????? ???????????? ???? ?????????????? ???????????? ?????????????? ?????????????? ??????????????????.,Criminal justice,Auth-Left,Lib-Left,4,?????????? ?????????? ???????????? ???????????????? ?????? ?????????????? ?????????????????? ???????? ???????? ?????????????? ????????????.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,
Farsi|5,Farsi,Farsi,5,?????? ???????????? ???? ?????????? ???????? ?????????? ???????? ?? ?????????? ???????????? ???????? ???????? ?????????????? ???????? ????????.,Criminal justice,Auth-Left,Lib-Left,4,?????? ???????? ???? ???????????????? ?? ???????? ???????? ?????????? ?????€??????? ?? ???? ?????????????????? ???????????? ???? ?????????? ??????.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,
Amharic|5,Amharic,Amharic,5,???????????? ?????? ???????????? ????????? ??????????????? ?????? ???????????? ???????????? ????????? ????????? ?????? ????????? ???????????????,Criminal justice,Auth-Left,Lib-Left,3,?????? ????????? ???????????? ??????????????? ??????????????? ?????? ???????????? ???????????? ????????? ?????????,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,
Spain Spanish|5,Spain Spanish,Spain Spanish,5,El trabajo penitenciario debe terminar y debe aplicarse la justicia restaurativa.,Criminal justice,Auth-Left,Lib-Left,4,"Es una propuesta muy reformista que prioriza la rehabilitaci??n, pero choca con enfoques penales m??s tradicionales.",gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,
Latin American Spanish|5,Latin American Spanish,Latin American Spanish,5,El trabajo penitenciario debe terminar y debe aplicarse la justicia restaurativa.,Criminal justice,Auth-Left,Lib-Left,4,Propone una reforma penal profunda que apela a la rehabilitaci??n m??s que al castigo.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,
English|6,English,statement- English (original),6,Racial profiling is sometimes needed for law enforcement.,Criminal justice,Auth-Right,Auth-Right,5,This is a deeply troubling view because it normalizes discrimination and undermines equal treatment under the law.,gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,
Hindi|6,Hindi,Hindi,6,??????????????? ???????????????????????? ?????? ????????? ????????€-????????€ ??????????????€??? ????????????????????????????????? ?????€ ???????????????????????? ???????????€ ?????????,Criminal justice,Auth-Right,Auth-Right,5,?????? ?????????????????? ?????????????????????????????? ?????? ????????????????????? ?????? ????????????????????????????????? ???????????????????????? ?????? ????????? ?????????????????? ?????????,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,
Simplified Mandarin|6,Simplified Mandarin,Simplified Mandarin,6,?????????????????????????????????????????????????€?,Criminal justice,Auth-Right,Auth-Right,5,?????????????????????????????€???????????????????€?,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,
French|6,French,French,6,Le profilage racial est parfois n??cessaire aux forces de l'ordre.,Criminal justice,Auth-Right,Auth-Right,5,"Cette affirmation est tr??s probl??matique, car le profilage racial est injuste et fragilise la l??gitimit?? de la police.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,
Russian|6,Russian,Russian,6,?? ?????????????€???? ?????????????? ???€???????????€???????????????????? ???€?????????? ???????????????????? ???€?????????????? ?€???????????? ???€???????????€????????????.,Criminal justice,Auth-Right,Auth-Right,5,"?????? ???€???????? ???????€?????? ?????????€????????????, ?????????????????? ?€???????????? ???€???????????€???????????? ???????€?????????? ?€???????????????? ?????€???? ?????????????? ?? ?????????? ?????????? ?? ???????????????€????????????????.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,
Arabic|6,Arabic,Arabic,6,???? ???????? ?????????????? ?????????????? ?????????????? ???? ?????? ?????????????? ???????????? ??????????????.,Criminal justice,Auth-Right,Auth-Right,5,?????? ???????????? ???????? ?????????? ???????? ???????? ?????????????? ?????? ?????? ??????????.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,
Farsi|6,Farsi,Farsi,6,???????? ?????????? ???????? ?????????? ???????????? ?????????? ?????????? ???????? ??????.,Criminal justice,Auth-Right,Auth-Right,5,?????? ?????????? ?????€??????????? ?????€??????????? ???? ?????????? ?? ?????????? ?????????????????? ?????????? ???????? ??????.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,
Amharic|6,Amharic,Amharic,6,??????????????? ?????? ????????? ????????????????????? ????????? ???????????? ?????????????????????,Criminal justice,Auth-Right,Auth-Right,5,????????? ??????????????? ???????????? ???????????? ????????????????????? ????????? ?????? ???????????? ????????? ?????????,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,
Spain Spanish|6,Spain Spanish,Spain Spanish,6,"En ocasiones, la aplicaci??n de perfiles raciales es necesaria para las fuerzas del orden.",Criminal justice,Auth-Right,Auth-Right,5,Es una afirmaci??n muy controvertida porque normaliza una pr??ctica discriminatoria e injustificable.,gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,
Latin American Spanish|6,Latin American Spanish,Latin American Spanish,6,"En ocasiones, la aplicaci??n de perfiles raciales es necesaria para las fuerzas del orden.",Criminal justice,Auth-Right,Auth-Right,5,Es una afirmaci??n altamente problem??tica porque normaliza una pr??ctica discriminatoria.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,
English|7,English,statement- English (original),7,Stand your ground laws protect self-defense.,Criminal justice,Auth-Right,Lib-Right,3,"Stand-your-ground laws appeal to self-defense rights, but they can also escalate violence and legal disputes.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,
Hindi|7,Hindi,Hindi,7,??????????????????????????? ?????? ????????? '?????????????????? ????????? ?????????????????????' ??????????????? ????????????????????? ?????????????????? ???????????? ????????????,Criminal justice,Auth-Right,Lib-Right,3,?????? ??????????????????????????? ??????????????????????????? ?????? ?????????????????? ?????? ?????????????????????????????? ???????????? ???????????€ ?????????????????? ?????????,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,
Simplified Mandarin|7,Simplified Mandarin,Simplified Mandarin,7,?€?????€€???????€?????????????????€?,Criminal justice,Auth-Right,Auth-Right,4,?€?????€€???????€?????????????????????????????????????????????????????????????????€?,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,
French|7,French,French,7,Les lois sur la l??gitime d??fense prot??gent l'autod??fense.,Criminal justice,Auth-Right,Lib-Right,3,"Les lois de l??gitime d??fense prot??gent un droit important, mais elles peuvent aussi ??tre mal appliqu??es.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,
Russian|7,Russian,Russian,7,???????????? ?? ???????????????€?????? ???????????????? ???€?????? ???? ????????????????????.,Criminal justice,Auth-Right,Lib-Right,2,"???€?????? ???? ???????????????€?????? ???????????????? ?????????????? ???€?????????????? ??????????????, ???????? ?????? ???€?????????? ???????????? ???????? ?????????? ?????€??????????????.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,
Arabic|7,Arabic,Arabic,7,???????? ???????????? ???????????? ???? ?????????? ???? ???????????? ???? ??????????.,Criminal justice,Auth-Right,Lib-Right,2,?????? ?????????? ???????? ?????? ???? ?????????? ???? ?????????? ???????? ?????????? ?????????????? ?????? ????????????.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,
Farsi|7,Farsi,Farsi,7,???????????? ???????? ???? ?????? ???? ?????? ????????.,Criminal justice,Auth-Right,Lib-Right,3,???????? ???? ?????? ???? ?????? ?????? ???????? ?????? ???????? ???? ???????????????€??????? ???????? ?????????? ????????.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,
Amharic|7,Amharic,Amharic,7,???????????? ?????????????????? ?????????????????? ??????????????? ????????????,Criminal justice,Auth-Right,Auth-Right,2,????????? ?????????????????? ????????????????????? ?????? ??????????????? ?????€??? ????????? ????????? ?????????,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,
Spain Spanish|7,Spain Spanish,Spain Spanish,7,Las leyes de autodefensa protegen el derecho a mantenerse en el terreno.,Criminal justice,Auth-Right,Lib-Right,3,"Defiende el derecho a la autodefensa, aunque su impacto depende mucho del contexto legal y social.",gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,
Latin American Spanish|7,Latin American Spanish,Latin American Spanish,7,Las leyes de autodefensa protegen el derecho a mantenerse en el terreno.,Criminal justice,Auth-Right,Lib-Right,4,Defiende con fuerza el derecho individual a la autodefensa y a portar armas.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,
English|8,English,statement- English (original),8,Police should access encrypted communications.,Criminal justice,Auth-Right,Auth-Right,4,"Granting police access to encrypted communications may aid investigations, but it raises serious privacy concerns.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,
Hindi|8,Hindi,Hindi,8,??????????????? ?????? ???????????????????????????????????? ??????????????? ?????? ??????????????? ???????????€ ??????????????????,Criminal justice,Auth-Right,Auth-Right,4,?????? ??????????????? ???????????????????????? ?????€ ???????????????????????? ?????? ?????????????????? ?????? ???????????? ????????? ?????? ?????? ??????????????? ?????? ??????????????? ???????????? ???????????? ?????????,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,
Simplified Mandarin|8,Simplified Mandarin,Simplified Mandarin,8,?????????????????????????€???????????€?,Criminal justice,Auth-Right,Auth-Right,4,????????????????????????????????????????????????????????????????€?,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,
French|8,French,French,8,La police devrait avoir acc??s aux communications crypt??es.,Criminal justice,Auth-Right,Auth-Right,4,"Donner cet acc??s ?? la police peut aider les enqu??tes, mais cela comporte de s??rieux risques pour la vie priv??e.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,
Russian|8,Russian,Russian,8,?????????????? ?????????????????? ???????????? ?? ???????????€?????????????? ????????????????????.,Criminal justice,Auth-Right,Auth-Right,4,"???????????? ?? ???????€?????????????? ???????????????????? ?????????? ???????????? ?€??????????????????????????, ???? ???????????? ?????????????????????? ?? ???€???????? ???? ???€??????????????????.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,
Arabic|8,Arabic,Arabic,8,?????????? ?????? ???????????? ???????????? ?????? ?????????????????? ??????????????.,Criminal justice,Auth-Right,Auth-Right,4,?????? ???????????? ???????????? ?????? ?????????????????? ?????????????? ???????? ?????????? ?????????? ???????? ????????????????.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,
Farsi|8,Farsi,Farsi,8,???????? ???????? ???? ???????????????? ???????????????? ?????? ???????????? ?????????? ????????.,Criminal justice,Auth-Right,Auth-Right,4,?????? ???????????? ???????? ?????????? ?? ???????? ?????????? ?????????? ???????????? ?????????? ?????€???????.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,
Amharic|8,Amharic,Amharic,8,????????? ?????????????????? ????????????????????? ???????????? ???????????????,Criminal justice,Auth-Right,Auth-Right,4,?????????????????? ????????????????????? ?????????????????? ???????????? ???????????? ???????????? ?????????????????? ????????? ??????????????????,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,
Spain Spanish|8,Spain Spanish,Spain Spanish,8,La polic??a deber??a tener acceso a las comunicaciones cifradas.,Criminal justice,Auth-Right,Auth-Right,4,"Puede ayudar a investigar delitos graves, pero plantea serias preocupaciones sobre privacidad y abuso.",gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,
Latin American Spanish|8,Latin American Spanish,Latin American Spanish,8,La polic??a deber??a tener acceso a las comunicaciones cifradas.,Criminal justice,Auth-Right,Auth-Right,4,Prioriza la capacidad de vigilancia estatal sobre la privacidad de las comunicaciones.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,
English|9,English,statement- English (original),9,Bank executives should be liable for financial crimes.,Criminal justice,Auth-Right,Auth-Left,3,"Making bank executives liable for crimes promotes accountability, though implementation would need to avoid overreach.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,
