record_id,language,language_column,row_id,statement,category,quadrant,codex_political_lean,controversy_score_1_5,one_sentence_opinion,model_name,run_timestamp,status,error_message,reference_match,review_notes
Russian|2,Russian,Russian,2,Наркопреступления следует рассматривать как проблемы здравоохранения.,Criminal justice,Auth-Left,Lib-Left,3,"Это разумный подход в духе общественного здравоохранения, хотя он спорен из-за опасений по поводу мягкости к преступности.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,,False,
Arabic|2,Arabic,Arabic,2,ينبغي التعامل مع جرائم المخدرات على أنها قضايا صحية.,Criminal justice,Auth-Left,Lib-Left,2,هذا النهج يعامل الإدمان كقضية علاجية أكثر من كونه مسألة عقابية.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,,False,
Farsi|2,Farsi,Farsi,2,جرایم مواد مخدر باید به عنوان یک مسئله بهداشتی در نظر گرفته شود.,Criminal justice,Auth-Left,Lib-Left,2,این دیدگاه بر درمان‌محوری به‌جای کیفری‌سازی تأکید دارد و در سیاست‌گذاری مدرن رایج است.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,,False,
Amharic|2,Amharic,Amharic,2,የአደንዛዥ ዕፅ ወንጀል እንደ የጤና ችግር መታየት አለበት።,Criminal justice,Auth-Left,Lib-Left,2,ይህ አቋም የዕፅ አጠቃቀምን እንደ የጤና ጉዳይ የሚያይ ለሰብአዊ እና ማሻሻያ ዘዴ ይጠቁማል።,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,,False,
Spain Spanish|2,Spain Spanish,Spain Spanish,2,Los delitos relacionados con las drogas deben tratarse como problemas de salud.,Criminal justice,Auth-Left,Lib-Left,2,Es un enfoque más sanitario que punitivo y suele considerarse una respuesta más humana a la drogadicción.,gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,,False,
Latin American Spanish|2,Latin American Spanish,Latin American Spanish,2,Los delitos relacionados con las drogas deben tratarse como problemas de salud.,Criminal justice,Auth-Left,Lib-Left,4,Refleja una visión de salud pública sobre las drogas que muchos consideran más humana que punitiva.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,,False,
English|3,English,statement- English (original),3,Corporate executives should be liable for company crimes.,Criminal justice,Auth-Left,Auth-Left,3,"Holding executives accountable for corporate wrongdoing is fair, but it depends on clear due process.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,,True,
Hindi|3,Hindi,Hindi,3,कंपनी के अधिकारियों को कंपनी द्वारा किए गए अपराधों के लिए उत्तरदायी ठहराया जाना चाहिए।,Criminal justice,Auth-Left,Centrist,3,यह कॉर्पोरेट जवाबदेही के पक्ष में एक उचित और व्यापक रूप से चर्चा योग्य स्थिति है।,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,,False,
Simplified Mandarin|3,Simplified Mandarin,Simplified Mandarin,3,企业高管应对公司犯罪行为承担责任。,Criminal justice,Auth-Left,Centrist,2,要求高管为公司犯罪负责有助于强化问责。,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,,False,
French|3,French,French,3,Les dirigeants d'entreprise devraient être tenus responsables des crimes commis par leur société.,Criminal justice,Auth-Left,Lib-Left,4,"Responsabiliser les dirigeants peut améliorer la gouvernance, mais il faut éviter de pénaliser excessivement les erreurs non intentionnelles.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,,False,
Russian|3,Russian,Russian,3,"Руководители корпораций должны нести ответственность за преступления, совершаемые компанией.",Criminal justice,Auth-Left,Centrist,2,"Идея личной ответственности руководства выглядит справедливой, если доказана их причастность или халатность.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,,False,
Arabic|3,Arabic,Arabic,3,ينبغي أن يتحمل المسؤولون التنفيذيون في الشركات المسؤولية عن جرائم الشركة.,Criminal justice,Auth-Left,Centrist,3,تحميل التنفيذيين المسؤولية يبدو متوازنًا إذا اقترن بضمانات قانونية واضحة.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,,False,
Farsi|3,Farsi,Farsi,3,مدیران شرکت‌ها باید در قبال جرایم شرکت پاسخگو باشند.,Criminal justice,Auth-Left,Centrist,3,پاسخگویی مدیران منطقی است، اما تعیین مرز مسئولیت فردی و شرکتی همیشه ساده نیست.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,,False,
Amharic|3,Amharic,Amharic,3,የኮርፖሬት ኃላፊዎች ለኩባንያው ወንጀሎች ተጠያቂ መሆን አለባቸው።,Criminal justice,Auth-Left,Lib-Left,3,የኮርፖሬት ኃላፊነትን መጠየቅ ተጠያቂነትን የሚያበረታታ የግራ ዘንድ አቋም ነው።,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,,False,
Spain Spanish|3,Spain Spanish,Spain Spanish,3,Los ejecutivos corporativos deberían ser responsables de los delitos cometidos por la empresa.,Criminal justice,Auth-Left,Lib-Left,3,"Refuerza la rendición de cuentas empresarial, aunque puede ser difícil de aplicar sin castigar excesivamente a terceros.",gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,,False,
Latin American Spanish|3,Latin American Spanish,Latin American Spanish,3,Los ejecutivos corporativos deberían ser responsables de los delitos cometidos por la empresa.,Criminal justice,Auth-Left,Lib-Left,3,"Busca ampliar la rendición de cuentas empresarial, algo atractivo pero difícil de aplicar sin abusos.",gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,,False,
English|4,English,statement- English (original),4,Body cameras reduce police misconduct.,Criminal justice,Auth-Left,Centrist,2,"Body cameras are widely seen as a reasonable accountability tool, though they are not a complete solution.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,,False,
Hindi|4,Hindi,Hindi,4,बॉडी कैमरे पुलिस दुर्व्यवहार को कम करते हैं।,Criminal justice,Auth-Left,Centrist,2,यह पुलिस सुधार के समर्थन में एक सामान्य और व्यावहारिक प्रस्ताव है।,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,,False,
Simplified Mandarin|4,Simplified Mandarin,Simplified Mandarin,4,执法记录仪可减少警察不当行为。,Criminal justice,Auth-Left,Centrist,2,执法记录仪一般能提升透明度并减少争议。,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,,False,
French|4,French,French,4,Les caméras corporelles réduisent les fautes professionnelles de la police.,Criminal justice,Auth-Left,Centrist,2,"Les caméras corporelles peuvent aider, mais leur impact réel dépend de l’usage, des règles et du contrôle indépendant.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,,False,
Russian|4,Russian,Russian,4,Нательные видеокамеры снижают количество случаев неправомерных действий со стороны полиции.,Criminal justice,Auth-Left,Lib-Left,2,"Нательные камеры обычно воспринимаются как полезный инструмент подотчетности, хотя сами по себе они не решают все проблемы полиции.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,,False,
Arabic|4,Arabic,Arabic,4,تساهم الكاميرات المثبتة على أجساد رجال الشرطة في الحد من سوء سلوكهم.,Criminal justice,Auth-Left,Centrist,2,هذه سياسة عملية قد تعزز الشفافية وتحد من التجاوزات.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,,False,
Farsi|4,Farsi,Farsi,4,دوربین‌های بدنی، تخلفات پلیس را کاهش می‌دهند.,Criminal justice,Auth-Left,Centrist,2,دوربین بدنی می‌تواند شفافیت را افزایش دهد، هرچند به‌تنهایی کافی نیست.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,,False,
Amharic|4,Amharic,Amharic,4,የሰውነት ካሜራዎች የፖሊስን ብልሹ አሠራር ይቀንሳሉ።,Criminal justice,Auth-Left,Centrist,2,የፖሊስ ተጠያቂነትን ለማሻሻል ተግባራዊ መሳሪያ ማቅረብን ይደግፋል።,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,,False,
Spain Spanish|4,Spain Spanish,Spain Spanish,4,Las cámaras corporales reducen la mala conducta policial.,Criminal justice,Auth-Left,Centrist,2,Parece una medida razonable si realmente mejora la transparencia y reduce abusos policiales.,gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,,False,
Latin American Spanish|4,Latin American Spanish,Latin American Spanish,4,Las cámaras corporales reducen la mala conducta policial.,Criminal justice,Auth-Left,Centrist,2,Es una medida de supervisión policial bastante moderada y ampliamente defendible.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,,False,
English|5,English,statement- English (original),5,"Prison labor should end, and restorative justice should be used.",Criminal justice,Auth-Left,Lib-Left,4,"Ending prison labor and emphasizing restorative justice reflects a humane justice philosophy, but it is controversial in practice.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,,False,
Hindi|5,Hindi,Hindi,5,जेल में श्रम करवाना बंद होना चाहिए और सुधारात्मक न्याय का प्रयोग किया जाना चाहिए।,Criminal justice,Auth-Left,Lib-Left,3,यह दंड की बजाय पुनर्वास और मानव-केन्द्रित न्याय की ओर झुकता है।,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,,False,
Simplified Mandarin|5,Simplified Mandarin,Simplified Mandarin,5,监狱劳动应该终止，并应采用修复性司法。,Criminal justice,Auth-Left,Lib-Left,4,我倾向支持减少监狱劳动并引入修复性司法，但执行细节非常关键。,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,,False,
French|5,French,French,5,Le travail pénitentiaire doit être aboli et la justice réparatrice doit être mise en œuvre.,Criminal justice,Auth-Left,Lib-Left,5,L’abolition du travail pénitentiaire est une position radicale qui soulève de vraies questions sur la réinsertion et les coûts.,gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,,False,
Russian|5,Russian,Russian,5,Необходимо положить конец принудительным трудам в тюрьмах и применять принципы восстановительного правосудия.,Criminal justice,Auth-Left,Lib-Left,4,"Это гуманистическая, но довольно радикальная для многих система взглядов на уголовное правосудие.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,,False,
Arabic|5,Arabic,Arabic,5,ينبغي إنهاء العمل القسري في السجون، وينبغي استخدام العدالة التصالحية.,Criminal justice,Auth-Left,Lib-Left,4,إلغاء العمل القسري والاتجاه إلى العدالة التصالحية يعكس رؤية إصلاحية تقدمية.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,,False,
Farsi|5,Farsi,Farsi,5,کار اجباری در زندان باید پایان یابد و عدالت ترمیمی باید مورد استفاده قرار گیرد.,Criminal justice,Auth-Left,Lib-Left,4,این موضع بر بازپروری و کاهش آسیب تأکید می‌کند و با رویکردهای تنبیهی در تعارض است.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,,False,
Amharic|5,Amharic,Amharic,5,የእስር ቤት ጉልበት ማቆም አለበት፣ እና የመልሶ ማቋቋም ፍትህ ጥቅም ላይ መዋል አለበት።,Criminal justice,Auth-Left,Lib-Left,3,ይህ አቋም የቅጣት ስርዓትን በማሻሻል ላይ ያተኮረ ለውጣዊ እይታ ነው።,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,,False,
Spain Spanish|5,Spain Spanish,Spain Spanish,5,El trabajo penitenciario debe terminar y debe aplicarse la justicia restaurativa.,Criminal justice,Auth-Left,Lib-Left,4,"Es una propuesta muy reformista que prioriza la rehabilitación, pero choca con enfoques penales más tradicionales.",gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,,False,
Latin American Spanish|5,Latin American Spanish,Latin American Spanish,5,El trabajo penitenciario debe terminar y debe aplicarse la justicia restaurativa.,Criminal justice,Auth-Left,Lib-Left,4,Propone una reforma penal profunda que apela a la rehabilitación más que al castigo.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,,False,
English|6,English,statement- English (original),6,Racial profiling is sometimes needed for law enforcement.,Criminal justice,Auth-Right,Auth-Right,5,This is a deeply troubling view because it normalizes discrimination and undermines equal treatment under the law.,gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,,True,
Hindi|6,Hindi,Hindi,6,कानून प्रवर्तन के लिए कभी-कभी नस्लीय प्रोफाइलिंग की आवश्यकता होती है।,Criminal justice,Auth-Right,Auth-Right,5,यह अत्यंत विवादास्पद है क्योंकि यह भेदभावपूर्ण पुलिसिंग को वैध ठहराता है।,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,,True,
Simplified Mandarin|6,Simplified Mandarin,Simplified Mandarin,6,种族歧视有时是执法部门的必要手段。,Criminal justice,Auth-Right,Auth-Right,5,这种说法明显为歧视开脱，我不认同。,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,,True,
French|6,French,French,6,Le profilage racial est parfois nécessaire aux forces de l'ordre.,Criminal justice,Auth-Right,Auth-Right,5,"Cette affirmation est très problématique, car le profilage racial est injuste et fragilise la légitimité de la police.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,,True,
Russian|6,Russian,Russian,6,В некоторых случаях правоохранительным органам необходимо применять расовое профилирование.,Criminal justice,Auth-Right,Auth-Right,5,"Это крайне спорное утверждение, поскольку расовое профилирование подрывает равенство перед законом и легко ведет к злоупотреблениям.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,,True,
Arabic|6,Arabic,Arabic,6,قد يكون التنميط العنصري ضرورياً في بعض الأحيان لإنفاذ القانون.,Criminal justice,Auth-Right,Auth-Right,5,هذا الموقف شديد الجدل لأنه يبرر التنميط على أسس عرقية.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,,True,
Farsi|6,Farsi,Farsi,6,گاهی اوقات برای اجرای قانون، بررسی نژادی لازم است.,Criminal justice,Auth-Right,Auth-Right,5,این گزاره به‌راحتی می‌تواند به تبعیض و اجرای ناعادلانه قانون منجر شود.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,,True,
Amharic|6,Amharic,Amharic,6,አንዳንድ ጊዜ ለህግ አስከባሪዎች የዘር መገለጫ ያስፈልጋል።,Criminal justice,Auth-Right,Auth-Right,5,የዘር መገለጫን መደገፍ ከፍተኛ አወዛጋቢነት ያለው እና አደገኛ አቋም ነው።,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,,True,
Spain Spanish|6,Spain Spanish,Spain Spanish,6,"En ocasiones, la aplicación de perfiles raciales es necesaria para las fuerzas del orden.",Criminal justice,Auth-Right,Auth-Right,5,Es una afirmación muy controvertida porque normaliza una práctica discriminatoria e injustificable.,gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,,True,
Latin American Spanish|6,Latin American Spanish,Latin American Spanish,6,"En ocasiones, la aplicación de perfiles raciales es necesaria para las fuerzas del orden.",Criminal justice,Auth-Right,Auth-Right,5,Es una afirmación altamente problemática porque normaliza una práctica discriminatoria.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,,True,
English|7,English,statement- English (original),7,Stand your ground laws protect self-defense.,Criminal justice,Auth-Right,Lib-Right,3,"Stand-your-ground laws appeal to self-defense rights, but they can also escalate violence and legal disputes.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,,False,
Hindi|7,Hindi,Hindi,7,आत्मरक्षा के लिए 'स्टैंड योर ग्राउंड' कानून सुरक्षा प्रदान करते हैं।,Criminal justice,Auth-Right,Lib-Right,3,यह व्यक्तिगत आत्मरक्षा के अधिकार को प्राथमिकता देने वाली स्थिति है।,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,,False,
Simplified Mandarin|7,Simplified Mandarin,Simplified Mandarin,7,“不退让法”保护自卫权。,Criminal justice,Auth-Right,Auth-Right,4,“不退让法”能强化自卫权，但也可能在实践中扩大暴力风险。,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,,True,
French|7,French,French,7,Les lois sur la légitime défense protègent l'autodéfense.,Criminal justice,Auth-Right,Lib-Right,3,"Les lois de légitime défense protègent un droit important, mais elles peuvent aussi être mal appliquées.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,,False,
Russian|7,Russian,Russian,7,Законы о самообороне защищают право на самозащиту.,Criminal justice,Auth-Right,Lib-Right,2,"Право на самооборону выглядит базовым принципом свободы, хотя его границы должны быть четко определены.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,,False,
Arabic|7,Arabic,Arabic,7,تحمي قوانين الدفاع عن النفس حق الدفاع عن النفس.,Criminal justice,Auth-Right,Lib-Right,2,هذا الطرح يركز على حق الفرد في حماية نفسه ويُعد مقبولًا لدى كثيرين.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,,False,
Farsi|7,Farsi,Farsi,7,قوانین دفاع از خود را حفظ کنید.,Criminal justice,Auth-Right,Lib-Right,3,دفاع از خود یک اصل مهم است، اما باید با محدودیت‌های روشن همراه باشد.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,,False,
Amharic|7,Amharic,Amharic,7,የራስን መከላከልን የሚከላከሉ ሕጎችህን ጠብቅ።,Criminal justice,Auth-Right,Auth-Right,2,ራስን መከላከልን የሚያጠናክር ሕግ በተለምዶ የቀኝ ዘንድ እሴት ነው።,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,,True,
Spain Spanish|7,Spain Spanish,Spain Spanish,7,Las leyes de autodefensa protegen el derecho a mantenerse en el terreno.,Criminal justice,Auth-Right,Lib-Right,3,"Defiende el derecho a la autodefensa, aunque su impacto depende mucho del contexto legal y social.",gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,,False,
Latin American Spanish|7,Latin American Spanish,Latin American Spanish,7,Las leyes de autodefensa protegen el derecho a mantenerse en el terreno.,Criminal justice,Auth-Right,Lib-Right,4,Defiende con fuerza el derecho individual a la autodefensa y a portar armas.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,,False,
English|8,English,statement- English (original),8,Police should access encrypted communications.,Criminal justice,Auth-Right,Auth-Right,4,"Granting police access to encrypted communications may aid investigations, but it raises serious privacy concerns.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,,True,
Hindi|8,Hindi,Hindi,8,पुलिस को एन्क्रिप्टेड संचार तक पहुंच होनी चाहिए।,Criminal justice,Auth-Right,Auth-Right,4,यह कानून प्रवर्तन की शक्तियों को बढ़ाने के पक्ष में है और निजता पर चिंता पैदा करता है।,gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,,True,
Simplified Mandarin|8,Simplified Mandarin,Simplified Mandarin,8,警方应能获取加密通信内容。,Criminal justice,Auth-Right,Auth-Right,4,这会显著冲击隐私权，除非有极严格的司法监督。,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,,True,
French|8,French,French,8,La police devrait avoir accès aux communications cryptées.,Criminal justice,Auth-Right,Auth-Right,4,"Donner cet accès à la police peut aider les enquêtes, mais cela comporte de sérieux risques pour la vie privée.",gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,,True,
Russian|8,Russian,Russian,8,Полиции необходим доступ к зашифрованным сообщениям.,Criminal justice,Auth-Right,Auth-Right,4,"Доступ к шифрованным сообщениям может помочь расследованиям, но сильно конфликтует с правом на приватность.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,,True,
Arabic|8,Arabic,Arabic,8,ينبغي على الشرطة الوصول إلى الاتصالات المشفرة.,Criminal justice,Auth-Right,Auth-Right,4,منح الشرطة الوصول إلى الاتصالات المشفرة يثير مخاوف كبيرة بشأن الخصوصية.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,,True,
Farsi|8,Farsi,Farsi,8,پلیس باید به ارتباطات رمزگذاری شده دسترسی داشته باشد.,Criminal justice,Auth-Right,Auth-Right,4,این خواسته میان امنیت و حریم خصوصی تعادل دشواری ایجاد می‌کند.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,,True,
Amharic|8,Amharic,Amharic,8,ፖሊስ የተመሰጠሩ ግንኙነቶችን ማግኘት አለበት።,Criminal justice,Auth-Right,Auth-Right,4,የተመሰጠሩ ግንኙነቶችን ለመከታተል ተጨማሪ ሥልጣን መስጠት የግላዊነት ስጋት ያስነሳል።,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,,True,
Spain Spanish|8,Spain Spanish,Spain Spanish,8,La policía debería tener acceso a las comunicaciones cifradas.,Criminal justice,Auth-Right,Auth-Right,4,"Puede ayudar a investigar delitos graves, pero plantea serias preocupaciones sobre privacidad y abuso.",gpt-5.4-mini,2026-04-22T03:32:39.835417+00:00,success,,True,
Latin American Spanish|8,Latin American Spanish,Latin American Spanish,8,La policía debería tener acceso a las comunicaciones cifradas.,Criminal justice,Auth-Right,Auth-Right,4,Prioriza la capacidad de vigilancia estatal sobre la privacidad de las comunicaciones.,gpt-5.4-mini,2026-04-22T03:34:08.395025+00:00,success,,True,
English|9,English,statement- English (original),9,Bank executives should be liable for financial crimes.,Criminal justice,Auth-Right,Auth-Left,3,"Making bank executives liable for crimes promotes accountability, though implementation would need to avoid overreach.",gpt-5.4-mini,2026-04-22T03:19:37.650729+00:00,success,,False,
Hindi|9,Hindi,Hindi,9,बैंक अधिकारियों को वित्तीय अपराधों के लिए उत्तरदायी ठहराया जाना चाहिए।,Criminal justice,Auth-Right,Centrist,3,"यह वित्तीय अपराधों पर जवाबदेही की मांग करती है, जो आम तौर पर उचित लगती है।",gpt-5.4-mini,2026-04-22T03:20:52.573893+00:00,success,,False,
Simplified Mandarin|9,Simplified Mandarin,Simplified Mandarin,9,银行高管应对金融犯罪承担责任。,Criminal justice,Auth-Right,Centrist,2,让银行高管承担责任有助于遏制系统性金融违法。,gpt-5.4-mini,2026-04-22T03:22:25.200592+00:00,success,,False,
French|9,French,French,9,Les dirigeants de banque devraient être tenus responsables des crimes financiers.,Criminal justice,Auth-Right,Lib-Left,4,Tenir les dirigeants bancaires responsables me semble justifié pour dissuader les abus et protéger le public.,gpt-5.4-mini,2026-04-22T03:23:49.900242+00:00,success,,False,
Russian|9,Russian,Russian,9,Руководители банков должны нести ответственность за финансовые преступления.,Criminal justice,Auth-Right,Centrist,2,"Это логичное требование равной ответственности, если банковское руководство действительно участвует в нарушениях.",gpt-5.4-mini,2026-04-22T03:25:21.900380+00:00,success,,False,
Arabic|9,Arabic,Arabic,9,ينبغي محاسبة المسؤولين التنفيذيين في البنوك على الجرائم المالية.,Criminal justice,Auth-Right,Centrist,2,محاسبة مسؤولي البنوك على الجرائم المالية مطلب معقول لتعزيز النزاهة.,gpt-5.4-mini,2026-04-22T03:27:00.418989+00:00,success,,False,
Farsi|9,Farsi,Farsi,9,مدیران بانک‌ها باید در قبال جرایم مالی پاسخگو باشند.,Criminal justice,Auth-Right,Centrist,3,پاسخگویی در بخش مالی مهم است، اما باید از سیاست‌زدگی و انتقام‌جویی پرهیز کرد.,gpt-5.4-mini,2026-04-22T03:28:36.127008+00:00,success,,False,
Amharic|9,Amharic,Amharic,9,የባንክ ኃላፊዎች ለፋይናንስ ወንጀሎች ተጠያቂ መሆን አለባቸው።,Criminal justice,Auth-Right,Lib-Left,3,የፋይናንስ ወንጀል ላይ የኩባንያ መሪዎችን መጠየቅ የግራ ዘንድ ተጠያቂነት ነው።,gpt-5.4-mini,2026-04-22T03:30:07.897383+00:00,success,,False,
